radius_m,temperature_kelvin,sample_depth_m,t_obs_s,regime,top_to_bottom_ratio,bottom_mass_fraction,used_homogeneous_short_circuit,used_equilibrated_short_circuit,used_method_c_fallback
6.49828305903839e-09,283.15,0.01,60.0,homogeneous,0.999662846931443,0.05000106657943181,False,False,False
6.49828305903839e-09,283.15,0.01,600.0,homogeneous,0.9981857725438608,0.05001065259233656,False,False,False
6.49828305903839e-09,283.15,0.01,3600.0,homogeneous,0.9952253856701301,0.050057638464495284,False,False,False
6.49828305903839e-09,283.15,0.01,14400.0,homogeneous,0.9903682846149078,0.05016651354034255,False,False,False
6.49828305903839e-09,283.15,0.01,86400.0,homogeneous,0.9765005213839106,0.0505120284996637,False,False,False
6.49828305903839e-09,283.15,0.01,604800.0,stratified,0.9428636640856948,0.05139503326967859,False,False,False
6.49828305903839e-09,288.15,0.0001,60.0,homogeneous,0.9992888229245261,0.05001689826750808,True,False,False
6.49828305903839e-09,288.15,0.0001,600.0,homogeneous,0.9992888229245261,0.05001689826750808,True,False,False
6.49828305903839e-09,288.15,0.0001,3600.0,homogeneous,0.9992888229245261,0.05001689826750808,True,False,False
6.49828305903839e-09,288.15,0.0001,14400.0,homogeneous,0.9992888229245261,0.05001689826750808,True,False,False
